Salário,Idade,Formação,Sexo,Raça
2900.46,38,Ensino Médio,Feminino,Branco
7752.26,25,Pós-Graduação,Masculino,Branco
2362.12,51,Ensino Fundamental,Feminino,Negro
3982.68,46,Ensino Médio,Masculino,Branco
8016.46,67,Graduação,Feminino,Branco
5433.27,27,Graduação,Masculino,Negro
8413.91,49,Graduação,Masculino,Pardo
6458.16,24,Pós-Graduação,Feminino,Negro
11507.29,41,Mestrado,Feminino,Asiático
12915.51,51,Doutorado,Masculino,Negro
6138.15,18,Graduação,Masculino,Negro
4818.18,37,Graduação,Masculino,Branco
7141.78,33,Graduação,Masculino,Branco
11128.18,31,Mestrado,Feminino,Pardo
10102.03,44,Pós-Graduação,Feminino,Branco
4339.16,53,Graduação,Masculino,Indígena
5940.92,38,Graduação,Feminino,Branco
6174.12,42,Graduação,Masculino,Negro
3173.33,41,Ensino Médio,Masculino,Asiático
2094.1,40,Ensino Fundamental,Feminino,Negro
5991.46,26,Graduação,Feminino,Branco
8074.81,53,Graduação,Masculino,Branco
7861.8,43,Pós-Graduação,Feminino,Pardo
7299.13,44,Graduação,Feminino,Branco
3190.46,30,Ensino Médio,Feminino,Pardo
2687.83,34,Ensino Médio,Feminino,Branco
4078.88,37,Ensino Médio,Masculino,Branco
1376.75,21,Ensino Fundamental,Masculino,Negro
2060.8,19,Ensino Médio,Feminino,Pardo
6729.7,32,Pós-Graduação,Feminino,Pardo
9602.3,46,Pós-Graduação,Feminino,Negro
4486.08,32,Graduação,Masculino,Negro
1200.0,27,Ensino Fundamental,Masculino,Indígena
3078.07,30,Ensino Médio,Feminino,Branco
4175.14,34,Graduação,Feminino,Branco
12726.08,35,Doutorado,Masculino,Pardo
4669.9,65,Ensino Médio,Masculino,Branco
4002.4,52,Ensino Médio,Feminino,Branco
3995.42,52,Graduação,Feminino,Branco
8361.54,54,Graduação,Feminino,Asiático
6441.72,28,Graduação,Masculino,Branco
6069.95,25,Graduação,Masculino,Branco
1961.65,26,Ensino Médio,Masculino,Pardo
4038.74,56,Ensino Médio,Masculino,Branco
2850.85,33,Ensino Médio,Feminino,Pardo
9742.63,24,Mestrado,Feminino,Branco
6580.34,34,Pós-Graduação,Feminino,Negro
3501.27,37,Ensino Médio,Masculino,Branco
5922.31,43,Pós-Graduação,Feminino,Branco
10521.39,43,Pós-Graduação,Masculino,Branco
9097.56,30,Mestrado,Feminino,Negro
7589.49,48,Graduação,Masculino,Negro
17186.99,32,Doutorado,Masculino,Branco
12129.1,38,Mestrado,Masculino,Branco
7697.13,48,Pós-Graduação,Feminino,Pardo
2738.01,32,Ensino Fundamental,Feminino,Asiático
9215.99,33,Pós-Graduação,Masculino,Branco
6119.54,47,Graduação,Feminino,Branco
9779.22,29,Mestrado,Feminino,Branco
5676.56,35,Graduação,Feminino,Indígena
4835.43,46,Graduação,Feminino,Asiático
9231.85,64,Graduação,Feminino,Negro
3033.0,47,Ensino Fundamental,Feminino,Branco
2442.3,45,Ensino Médio,Feminino,Branco
3578.93,46,Ensino Médio,Masculino,Asiático
8610.98,27,Graduação,Masculino,Branco
3490.89,41,Ensino Médio,Feminino,Branco
8251.79,39,Graduação,Masculino,Branco
3801.48,43,Ensino Médio,Feminino,Negro
2425.13,41,Ensino Médio,Masculino,Negro
7044.57,44,Graduação,Masculino,Pardo
6703.1,36,Graduação,Masculino,Branco
3091.39,40,Ensino Médio,Feminino,Indígena
4076.73,25,Graduação,Masculino,Branco
11877.36,36,Doutorado,Masculino,Branco
7795.82,56,Graduação,Masculino,Negro
2315.13,43,Ensino Médio,Masculino,Branco
16901.86,39,Doutorado,Feminino,Branco
6515.76,62,Graduação,Feminino,Branco
2395.04,23,Ensino Médio,Masculino,Branco
10213.56,26,Mestrado,Feminino,Branco
4359.3,60,Ensino Médio,Feminino,Branco
2268.04,40,Ensino Médio,Feminino,Pardo
7059.55,37,Pós-Graduação,Feminino,Negro
8916.77,25,Mestrado,Feminino,Branco
6006.03,45,Graduação,Feminino,Negro
2745.5,46,Ensino Médio,Feminino,Branco
5224.7,26,Graduação,Masculino,Asiático
5326.97,38,Pós-Graduação,Feminino,Pardo
8047.94,35,Graduação,Masculino,Branco
11159.92,43,Graduação,Feminino,Branco
6063.62,26,Graduação,Feminino,Pardo
8890.15,55,Graduação,Feminino,Branco
10181.38,50,Pós-Graduação,Masculino,Negro
1499.53,35,Ensino Fundamental,Feminino,Branco
9130.08,37,Graduação,Masculino,Branco
7680.15,38,Pós-Graduação,Feminino,Negro
5107.42,30,Graduação,Masculino,Branco
7143.22,34,Graduação,Masculino,Asiático
3016.54,36,Ensino Médio,Masculino,Branco
7522.59,59,Graduação,Masculino,Pardo
10169.69,51,Pós-Graduação,Feminino,Branco
16075.3,51,Mestrado,Masculino,Negro
6285.99,44,Graduação,Masculino,Negro
18382.85,26,Doutorado,Masculino,Branco
4937.37,39,Ensino Médio,Masculino,Asiático
6212.41,51,Graduação,Masculino,Pardo
1212.15,24,Ensino Fundamental,Feminino,Branco
13898.97,47,Mestrado,Masculino,Negro
7405.85,67,Pós-Graduação,Masculino,Branco
10571.73,52,Pós-Graduação,Feminino,Pardo
5501.29,56,Graduação,Masculino,Branco
2939.99,42,Ensino Médio,Feminino,Asiático
4042.68,51,Ensino Médio,Masculino,Pardo
15419.32,31,Mestrado,Masculino,Branco
5228.26,49,Graduação,Masculino,Negro
3366.92,47,Ensino Médio,Masculino,Negro
3936.53,43,Ensino Médio,Masculino,Branco
4025.4,55,Graduação,Feminino,Negro
3446.85,33,Ensino Médio,Masculino,Branco
5032.48,37,Graduação,Masculino,Branco
3416.89,41,Ensino Médio,Feminino,Branco
6330.86,27,Graduação,Masculino,Pardo
2580.75,42,Ensino Médio,Feminino,Branco
2550.99,19,Ensino Médio,Feminino,Asiático
13591.67,52,Pós-Graduação,Feminino,Branco
3250.81,40,Ensino Médio,Feminino,Branco
17323.51,33,Doutorado,Masculino,Branco
7274.36,29,Graduação,Masculino,Asiático
1623.55,37,Ensino Médio,Feminino,Negro
3397.39,48,Ensino Médio,Feminino,Branco
6468.36,46,Graduação,Feminino,Negro
13217.95,31,Mestrado,Masculino,Branco
5642.69,29,Graduação,Feminino,Branco
11315.08,47,Pós-Graduação,Masculino,Branco
9992.88,31,Mestrado,Masculino,Pardo
6146.8,40,Graduação,Feminino,Pardo
5951.69,41,Graduação,Feminino,Branco
4488.47,43,Ensino Médio,Masculino,Pardo
5033.89,50,Graduação,Feminino,Indígena
9508.17,24,Mestrado,Masculino,Branco
1317.77,18,Ensino Fundamental,Feminino,Pardo
2702.98,33,Graduação,Feminino,Branco
4645.81,61,Ensino Médio,Feminino,Branco
14309.73,64,Mestrado,Masculino,Branco
6573.97,61,Graduação,Masculino,Indígena
2784.22,37,Ensino Médio,Masculino,Branco
2062.6,18,Ensino Médio,Masculino,Negro
3168.35,18,Ensino Médio,Masculino,Branco
7593.01,32,Graduação,Feminino,Branco
12381.88,37,Mestrado,Feminino,Branco
6384.55,55,Graduação,Masculino,Branco
3281.24,50,Graduação,Feminino,Asiático
3316.4,42,Ensino Médio,Masculino,Indígena
11045.51,29,Pós-Graduação,Feminino,Branco
5545.33,28,Graduação,Feminino,Pardo
15487.81,43,Doutorado,Masculino,Negro
13147.94,48,Mestrado,Masculino,Branco
3084.85,44,Ensino Médio,Feminino,Pardo
9715.76,27,Pós-Graduação,Masculino,Indígena
3956.79,47,Ensino Médio,Masculino,Branco
3114.52,45,Ensino Médio,Masculino,Negro
5320.99,27,Graduação,Feminino,Negro
2726.08,30,Ensino Médio,Masculino,Negro
3148.58,48,Ensino Médio,Feminino,Branco
8203.8,37,Pós-Graduação,Feminino,Negro
6970.89,59,Graduação,Feminino,Branco
10800.18,46,Graduação,Masculino,Branco
4855.72,34,Graduação,Masculino,Negro
3026.67,39,Ensino Fundamental,Masculino,Pardo
9811.42,40,Mestrado,Feminino,Branco
5096.51,31,Graduação,Feminino,Negro
8506.73,29,Graduação,Feminino,Branco
3846.69,48,Ensino Médio,Masculino,Branco
7004.93,50,Pós-Graduação,Masculino,Branco
7989.7,47,Doutorado,Feminino,Pardo
9898.15,58,Pós-Graduação,Feminino,Branco
2824.66,33,Ensino Médio,Feminino,Indígena
14022.56,60,Mestrado,Feminino,Pardo
5348.43,29,Graduação,Masculino,Branco
6805.56,27,Mestrado,Feminino,Branco
4391.94,18,Graduação,Masculino,Negro
2848.41,34,Ensino Médio,Masculino,Branco
1546.82,33,Ensino Fundamental,Masculino,Negro
11879.14,46,Mestrado,Feminino,Branco
4056.45,42,Ensino Médio,Masculino,Branco
6449.93,25,Pós-Graduação,Masculino,Branco
2482.05,35,Ensino Médio,Feminino,Branco
2854.15,35,Graduação,Masculino,Pardo
7306.89,18,Pós-Graduação,Feminino,Branco
6436.96,28,Graduação,Feminino,Branco
3942.49,30,Graduação,Masculino,Branco
2363.41,57,Ensino Médio,Feminino,Branco
5903.75,42,Graduação,Feminino,Negro
9288.74,47,Pós-Graduação,Masculino,Pardo
11324.66,22,Mestrado,Masculino,Pardo
8079.18,54,Graduação,Masculino,Branco
7397.63,55,Graduação,Masculino,Branco
1652.18,18,Ensino Médio,Masculino,Branco
4225.35,31,Graduação,Masculino,Pardo
8380.33,45,Pós-Graduação,Feminino,Negro
4836.13,47,Graduação,Feminino,Branco
6660.74,31,Pós-Graduação,Feminino,Branco
1200.0,36,Ensino Fundamental,Masculino,Branco
5450.53,32,Graduação,Feminino,Indígena
11832.64,41,Doutorado,Feminino,Negro
10931.46,54,Mestrado,Masculino,Branco
7324.3,30,Graduação,Masculino,Asiático
7513.91,52,Graduação,Masculino,Branco
12857.37,30,Pós-Graduação,Masculino,Branco
15269.47,29,Doutorado,Masculino,Pardo
2127.06,49,Ensino Fundamental,Feminino,Branco
3129.88,51,Ensino Médio,Feminino,Negro
12924.0,50,Doutorado,Feminino,Pardo
5488.44,24,Graduação,Masculino,Pardo
15177.85,34,Pós-Graduação,Masculino,Branco
9030.73,49,Pós-Graduação,Masculino,Branco
7258.94,40,Graduação,Masculino,Asiático
8766.99,27,Mestrado,Masculino,Branco
3560.4,45,Ensino Médio,Masculino,Branco
10284.59,31,Pós-Graduação,Feminino,Branco
4656.98,61,Graduação,Feminino,Pardo
4168.36,58,Ensino Médio,Masculino,Negro
7332.46,47,Graduação,Feminino,Negro
4214.68,56,Graduação,Feminino,Pardo
3976.32,40,Graduação,Feminino,Branco
5039.9,49,Graduação,Masculino,Negro
6424.75,57,Graduação,Feminino,Pardo
6393.51,42,Pós-Graduação,Feminino,Negro
7434.26,36,Pós-Graduação,Feminino,Negro
3463.64,19,Ensino Médio,Masculino,Asiático
9287.45,39,Pós-Graduação,Masculino,Branco
14184.32,49,Mestrado,Masculino,Branco
15607.13,51,Doutorado,Feminino,Branco
8280.14,46,Graduação,Feminino,Branco
10118.15,33,Mestrado,Feminino,Branco
1200.0,18,Ensino Médio,Feminino,Branco
8953.59,34,Graduação,Feminino,Branco
6409.25,36,Graduação,Masculino,Pardo
2674.37,36,Ensino Médio,Feminino,Branco
6969.37,47,Graduação,Masculino,Pardo
6190.79,63,Graduação,Masculino,Negro
3549.86,41,Ensino Médio,Feminino,Pardo
8413.48,37,Graduação,Masculino,Asiático
3629.22,36,Ensino Médio,Feminino,Branco
11536.98,41,Mestrado,Masculino,Pardo
7549.5,30,Pós-Graduação,Feminino,Negro
11425.09,41,Pós-Graduação,Masculino,Pardo
6062.16,45,Graduação,Masculino,Pardo
2101.75,42,Ensino Médio,Feminino,Pardo
6825.87,45,Graduação,Masculino,Branco
6023.15,45,Graduação,Masculino,Negro
1413.05,18,Ensino Médio,Feminino,Negro
7797.0,47,Graduação,Masculino,Branco
5167.4,31,Graduação,Feminino,Pardo
5769.58,26,Pós-Graduação,Feminino,Pardo
6590.97,26,Graduação,Masculino,Branco
4220.93,45,Graduação,Masculino,Indígena
11793.42,37,Pós-Graduação,Masculino,Branco
4296.63,19,Graduação,Feminino,Pardo
3048.08,45,Ensino Médio,Feminino,Branco
10486.17,22,Pós-Graduação,Feminino,Pardo
6065.33,41,Graduação,Feminino,Negro
11655.58,42,Doutorado,Masculino,Branco
5663.33,50,Graduação,Masculino,Pardo
4265.86,61,Ensino Médio,Masculino,Branco
9312.47,23,Pós-Graduação,Feminino,Pardo
3739.48,39,Graduação,Feminino,Pardo
4015.39,36,Ensino Médio,Feminino,Asiático
6411.23,45,Graduação,Feminino,Branco
2299.66,42,Ensino Médio,Feminino,Negro
10722.93,35,Mestrado,Masculino,Branco
8502.73,34,Pós-Graduação,Masculino,Branco
6566.21,26,Graduação,Feminino,Negro
8998.34,51,Pós-Graduação,Feminino,Branco
5249.0,45,Graduação,Feminino,Pardo
16694.26,51,Mestrado,Masculino,Pardo
7745.49,36,Pós-Graduação,Feminino,Branco
16814.44,32,Doutorado,Masculino,Pardo
4774.21,27,Graduação,Feminino,Branco
8901.02,44,Pós-Graduação,Masculino,Branco
2845.61,27,Ensino Médio,Masculino,Branco
5427.92,62,Graduação,Feminino,Branco
3154.86,24,Ensino Médio,Masculino,Indígena
8437.38,43,Pós-Graduação,Feminino,Branco
10993.03,58,Mestrado,Feminino,Pardo
3921.67,47,Ensino Médio,Masculino,Branco
11389.24,42,Mestrado,Masculino,Pardo
17023.1,28,Doutorado,Masculino,Branco
4538.72,23,Graduação,Masculino,Pardo
2927.98,49,Ensino Médio,Masculino,Branco
11341.78,58,Mestrado,Feminino,Asiático
5502.45,34,Mestrado,Feminino,Negro
2758.44,26,Ensino Médio,Masculino,Branco
14100.8,18,Doutorado,Feminino,Pardo
2628.72,28,Graduação,Feminino,Branco
6210.49,38,Graduação,Masculino,Negro
3521.9,59,Graduação,Feminino,Indígena
6293.17,48,Graduação,Masculino,Branco
2669.79,43,Ensino Médio,Masculino,Negro
9319.13,35,Pós-Graduação,Masculino,Branco
7484.49,33,Pós-Graduação,Feminino,Pardo
6166.45,56,Graduação,Masculino,Asiático
7380.07,42,Graduação,Feminino,Negro
4190.95,18,Pós-Graduação,Feminino,Branco
15834.88,31,Doutorado,Masculino,Branco
7517.13,29,Mestrado,Feminino,Pardo
5630.37,33,Graduação,Feminino,Indígena
11070.71,46,Pós-Graduação,Masculino,Branco
4384.62,38,Ensino Médio,Masculino,Pardo
5629.28,39,Graduação,Feminino,Negro
14112.81,55,Doutorado,Feminino,Branco
4270.63,31,Graduação,Feminino,Negro
9688.53,62,Graduação,Masculino,Pardo
2727.71,31,Ensino Médio,Masculino,Branco
5558.14,41,Graduação,Feminino,Branco
2707.05,36,Ensino Médio,Masculino,Branco
9289.59,41,Pós-Graduação,Masculino,Branco
9544.7,45,Mestrado,Feminino,Branco
10262.99,45,Pós-Graduação,Feminino,Branco
3877.02,30,Ensino Médio,Masculino,Pardo
4920.6,26,Graduação,Feminino,Branco
5867.92,70,Graduação,Masculino,Negro
4437.73,34,Graduação,Feminino,Pardo
9864.88,48,Pós-Graduação,Masculino,Pardo
4973.94,20,Graduação,Feminino,Pardo
7940.73,36,Pós-Graduação,Masculino,Asiático
4525.21,38,Graduação,Feminino,Branco
7144.43,45,Graduação,Feminino,Branco
6419.76,18,Graduação,Masculino,Branco
8050.96,41,Graduação,Masculino,Negro
6451.37,26,Graduação,Masculino,Branco
2842.59,43,Ensino Médio,Feminino,Asiático
15657.8,27,Doutorado,Masculino,Pardo
11566.31,29,Pós-Graduação,Masculino,Branco
3158.63,36,Ensino Médio,Masculino,Pardo
3651.79,27,Ensino Médio,Masculino,Branco
5355.3,34,Graduação,Masculino,Pardo
2661.56,25,Ensino Médio,Masculino,Branco
1510.11,18,Ensino Fundamental,Masculino,Branco
5263.8,52,Graduação,Feminino,Pardo
2258.62,24,Ensino Médio,Masculino,Branco
3163.27,37,Ensino Médio,Feminino,Branco
7225.5,49,Graduação,Feminino,Pardo
5648.52,32,Graduação,Feminino,Branco
11927.16,30,Mestrado,Masculino,Branco
3348.7,42,Ensino Médio,Feminino,Branco
3215.27,53,Ensino Médio,Feminino,Negro
2795.63,25,Graduação,Feminino,Branco
4915.74,38,Graduação,Masculino,Negro
3393.07,19,Ensino Médio,Masculino,Branco
3615.95,35,Graduação,Masculino,Branco
7393.79,40,Pós-Graduação,Masculino,Negro
3995.41,29,Ensino Médio,Masculino,Pardo
2857.66,34,Ensino Médio,Feminino,Branco
2504.82,23,Ensino Médio,Feminino,Branco
4038.33,40,Ensino Médio,Masculino,Branco
6465.83,52,Graduação,Feminino,Indígena
4816.22,26,Graduação,Masculino,Branco
5456.59,32,Graduação,Masculino,Indígena
4313.74,46,Ensino Médio,Masculino,Negro
3901.96,54,Ensino Médio,Feminino,Branco
6250.34,22,Graduação,Masculino,Negro
12518.83,37,Doutorado,Masculino,Negro
6519.68,43,Graduação,Masculino,Branco
2808.78,38,Ensino Médio,Feminino,Branco
5856.88,18,Pós-Graduação,Feminino,Negro
2860.65,46,Ensino Médio,Masculino,Negro
5545.44,58,Ensino Médio,Masculino,Branco
12015.78,41,Doutorado,Masculino,Indígena
1925.21,27,Ensino Médio,Masculino,Branco
6424.62,33,Graduação,Masculino,Pardo
3099.95,61,Ensino Médio,Feminino,Negro
15077.09,50,Doutorado,Feminino,Branco
5068.3,47,Graduação,Feminino,Negro
9160.49,44,Pós-Graduação,Masculino,Branco
3841.42,32,Ensino Médio,Masculino,Branco
6317.66,37,Graduação,Masculino,Branco
3752.86,39,Graduação,Feminino,Negro
8995.27,46,Graduação,Masculino,Branco
5028.97,58,Graduação,Feminino,Branco
4479.94,53,Graduação,Masculino,Indígena
2061.91,22,Ensino Médio,Masculino,Negro
5708.27,42,Graduação,Masculino,Branco
6999.36,48,Graduação,Feminino,Negro
5284.66,47,Graduação,Masculino,Branco
7385.36,32,Graduação,Masculino,Branco
6200.34,70,Graduação,Feminino,Branco
1502.64,24,Ensino Médio,Feminino,Branco
2452.5,27,Ensino Médio,Masculino,Pardo
3059.41,42,Ensino Médio,Feminino,Branco
7456.93,65,Graduação,Feminino,Pardo
10705.51,29,Pós-Graduação,Feminino,Pardo
6098.16,36,Graduação,Feminino,Negro
3105.37,52,Ensino Fundamental,Feminino,Asiático
6188.19,39,Graduação,Masculino,Branco
1200.0,35,Ensino Fundamental,Feminino,Branco
2947.84,46,Ensino Médio,Feminino,Branco
3537.22,43,Ensino Médio,Feminino,Branco
4042.24,52,Ensino Médio,Feminino,Negro
3029.75,55,Ensino Fundamental,Masculino,Branco
3503.34,43,Ensino Médio,Feminino,Asiático
11986.6,43,Pós-Graduação,Masculino,Pardo
9563.35,42,Graduação,Masculino,Asiático
13086.21,45,Doutorado,Masculino,Negro
5132.7,40,Graduação,Feminino,Pardo
15740.81,39,Doutorado,Feminino,Pardo
6088.57,54,Graduação,Masculino,Pardo
6641.19,58,Graduação,Feminino,Pardo
6347.13,21,Graduação,Feminino,Negro
6012.64,40,Graduação,Masculino,Branco
2108.54,31,Ensino Fundamental,Feminino,Negro
4386.1,36,Graduação,Feminino,Branco
5577.29,44,Graduação,Masculino,Branco
2525.58,48,Ensino Médio,Masculino,Negro
13808.84,38,Pós-Graduação,Masculino,Branco
6063.9,18,Pós-Graduação,Masculino,Pardo
7685.65,28,Graduação,Masculino,Asiático
4354.7,50,Graduação,Feminino,Pardo
4701.5,18,Graduação,Masculino,Indígena
4734.58,54,Ensino Médio,Masculino,Branco
7834.31,46,Graduação,Masculino,Pardo
7370.18,55,Pós-Graduação,Masculino,Branco
2566.28,37,Ensino Médio,Masculino,Negro
3569.79,18,Graduação,Feminino,Branco
6343.38,45,Graduação,Feminino,Pardo
10776.94,55,Pós-Graduação,Masculino,Pardo
3706.96,51,Ensino Médio,Feminino,Branco
2810.26,32,Ensino Médio,Feminino,Branco
4575.97,41,Graduação,Masculino,Negro
10649.71,33,Doutorado,Masculino,Branco
6831.39,30,Pós-Graduação,Masculino,Negro
8858.59,51,Pós-Graduação,Feminino,Pardo
2728.35,25,Ensino Médio,Masculino,Branco
4313.88,29,Graduação,Masculino,Negro
2333.59,26,Ensino Médio,Masculino,Negro
8943.47,22,Pós-Graduação,Masculino,Pardo
2544.05,41,Ensino Fundamental,Masculino,Pardo
7705.96,53,Graduação,Masculino,Branco
5095.19,37,Pós-Graduação,Feminino,Asiático
2096.11,21,Ensino Médio,Masculino,Pardo
17241.33,50,Mestrado,Masculino,Branco
6390.57,60,Mestrado,Masculino,Negro
16978.57,32,Doutorado,Masculino,Branco
6459.5,34,Graduação,Feminino,Branco
3130.13,46,Ensino Médio,Feminino,Branco
8823.64,59,Pós-Graduação,Masculino,Branco
9872.6,33,Pós-Graduação,Masculino,Pardo
3174.73,24,Ensino Médio,Masculino,Pardo
8195.2,47,Graduação,Masculino,Branco
8157.22,49,Graduação,Masculino,Branco
4975.4,40,Graduação,Masculino,Pardo
4861.11,33,Graduação,Feminino,Pardo
3471.72,51,Ensino Fundamental,Masculino,Branco
5611.9,46,Graduação,Masculino,Branco
3421.9,30,Ensino Médio,Feminino,Branco
2004.83,40,Ensino Médio,Feminino,Branco
3887.54,23,Ensino Médio,Feminino,Branco
12638.66,48,Mestrado,Feminino,Pardo
6403.67,36,Graduação,Feminino,Asiático
6103.62,34,Graduação,Masculino,Negro
6548.96,39,Pós-Graduação,Masculino,Indígena
3251.19,40,Ensino Médio,Masculino,Pardo
4356.07,50,Graduação,Feminino,Branco
8985.94,47,Mestrado,Feminino,Branco
4829.88,38,Graduação,Masculino,Pardo
10963.75,49,Pós-Graduação,Masculino,Pardo
15825.94,44,Mestrado,Masculino,Asiático
4601.57,34,Graduação,Feminino,Branco
9506.07,38,Graduação,Masculino,Branco
6544.54,38,Graduação,Feminino,Branco
10318.61,46,Pós-Graduação,Masculino,Branco
6668.13,35,Graduação,Feminino,Branco
6979.45,35,Pós-Graduação,Masculino,Branco
5654.58,63,Graduação,Masculino,Indígena
5460.77,51,Graduação,Masculino,Branco
2824.78,30,Ensino Médio,Feminino,Branco
9833.98,46,Pós-Graduação,Feminino,Branco
2739.62,41,Ensino Médio,Feminino,Branco
8099.19,44,Pós-Graduação,Feminino,Pardo
10679.24,41,Mestrado,Masculino,Pardo
8789.35,54,Pós-Graduação,Masculino,Negro
3393.7,44,Ensino Médio,Feminino,Asiático
3829.37,39,Graduação,Masculino,Branco
3096.03,52,Ensino Médio,Feminino,Indígena
3523.01,42,Ensino Médio,Feminino,Branco
5103.11,41,Pós-Graduação,Feminino,Branco
4296.75,43,Ensino Médio,Masculino,Pardo
6098.2,38,Graduação,Masculino,Negro
4815.91,40,Graduação,Masculino,Indígena
14705.71,32,Mestrado,Feminino,Branco
7214.59,30,Graduação,Feminino,Branco
8912.06,28,Pós-Graduação,Feminino,Pardo
4289.06,23,Graduação,Masculino,Pardo
6043.36,29,Graduação,Feminino,Branco
7107.15,37,Graduação,Feminino,Pardo
5129.58,41,Pós-Graduação,Feminino,Negro
8673.41,36,Graduação,Masculino,Branco
5225.26,18,Graduação,Masculino,Branco
6440.95,58,Graduação,Feminino,Branco
7591.79,53,Graduação,Masculino,Negro
8198.22,45,Graduação,Feminino,Branco
5561.16,62,Ensino Médio,Masculino,Branco
1514.57,28,Ensino Fundamental,Masculino,Negro
4515.68,62,Ensino Médio,Masculino,Branco
3884.03,28,Graduação,Feminino,Branco
6483.15,42,Pós-Graduação,Feminino,Branco
7963.86,24,Pós-Graduação,Feminino,Pardo
10524.56,40,Pós-Graduação,Masculino,Branco
2682.75,44,Ensino Médio,Feminino,Branco
5891.43,38,Graduação,Feminino,Branco
3673.37,48,Ensino Médio,Feminino,Branco
5205.12,41,Graduação,Masculino,Branco
9390.11,33,Pós-Graduação,Feminino,Asiático
6367.63,33,Graduação,Feminino,Pardo
6012.19,49,Graduação,Feminino,Branco
6170.65,32,Graduação,Masculino,Branco
17370.06,50,Doutorado,Feminino,Branco
3603.31,54,Ensino Médio,Masculino,Negro
2720.06,19,Ensino Médio,Masculino,Branco
6154.7,53,Graduação,Feminino,Pardo
6897.89,64,Graduação,Feminino,Pardo
8653.88,43,Graduação,Masculino,Pardo
6397.7,47,Graduação,Feminino,Branco
6219.48,52,Graduação,Masculino,Pardo
2312.58,36,Graduação,Masculino,Negro
14640.28,42,Mestrado,Feminino,Branco
2052.1,24,Ensino Médio,Feminino,Branco
8224.9,41,Pós-Graduação,Masculino,Branco
7215.95,45,Graduação,Masculino,Pardo
6616.06,46,Mestrado,Feminino,Branco
1729.75,52,Ensino Fundamental,Feminino,Branco
8186.03,30,Pós-Graduação,Feminino,Branco
3610.27,33,Ensino Médio,Masculino,Negro
18157.94,62,Doutorado,Masculino,Pardo
9891.73,38,Graduação,Masculino,Branco
10632.98,42,Pós-Graduação,Feminino,Negro
12072.93,39,Pós-Graduação,Masculino,Asiático
9840.36,30,Mestrado,Feminino,Negro
5056.1,59,Ensino Médio,Feminino,Branco
4603.9,33,Graduação,Feminino,Branco
1730.25,26,Ensino Fundamental,Masculino,Indígena
2718.25,34,Ensino Médio,Masculino,Branco
3394.42,18,Graduação,Masculino,Branco
5458.78,32,Graduação,Masculino,Branco
7409.01,28,Graduação,Feminino,Pardo
5832.85,47,Graduação,Feminino,Negro
5248.52,31,Graduação,Masculino,Negro
6411.54,50,Graduação,Masculino,Branco
9806.64,56,Pós-Graduação,Feminino,Negro
13112.38,49,Mestrado,Feminino,Branco
5943.78,37,Graduação,Masculino,Branco
3668.96,41,Ensino Médio,Masculino,Branco
1978.85,21,Ensino Médio,Feminino,Negro
2709.09,38,Ensino Médio,Masculino,Pardo
11159.37,29,Pós-Graduação,Masculino,Branco
3871.45,48,Ensino Médio,Masculino,Branco
8033.84,70,Graduação,Feminino,Branco
6012.63,45,Graduação,Masculino,Pardo
7718.96,18,Pós-Graduação,Feminino,Pardo
11037.67,35,Pós-Graduação,Feminino,Branco
4405.99,41,Graduação,Masculino,Branco
8420.04,41,Graduação,Masculino,Branco
5900.7,31,Graduação,Feminino,Negro
13014.92,42,Mestrado,Feminino,Asiático
1609.72,25,Ensino Médio,Masculino,Pardo
16021.86,28,Doutorado,Masculino,Pardo
7138.47,47,Graduação,Feminino,Branco
3088.54,27,Ensino Médio,Masculino,Pardo
11700.04,46,Pós-Graduação,Feminino,Negro
7081.97,23,Graduação,Masculino,Branco
2662.82,61,Ensino Médio,Masculino,Negro
2939.86,30,Ensino Médio,Masculino,Pardo
7057.76,37,Graduação,Masculino,Branco
6543.26,43,Graduação,Masculino,Branco
8887.85,33,Graduação,Masculino,Branco
7583.08,41,Graduação,Masculino,Branco
3610.75,46,Ensino Médio,Masculino,Branco
6515.02,51,Graduação,Feminino,Branco
3640.48,49,Ensino Médio,Feminino,Negro
4195.87,37,Graduação,Feminino,Branco
6401.0,38,Graduação,Feminino,Branco
5775.86,68,Ensino Médio,Masculino,Branco
13366.94,51,Doutorado,Feminino,Branco
8202.33,28,Mestrado,Feminino,Branco
7953.81,41,Pós-Graduação,Feminino,Branco
1616.93,35,Ensino Médio,Feminino,Negro
6138.92,38,Graduação,Feminino,Asiático
4602.44,25,Graduação,Masculino,Negro
6388.02,35,Mestrado,Masculino,Negro
5691.44,61,Graduação,Feminino,Branco
5047.05,46,Graduação,Feminino,Indígena
4165.11,18,Graduação,Feminino,Branco
9835.72,54,Pós-Graduação,Masculino,Pardo
4508.67,53,Ensino Médio,Feminino,Branco
8419.88,35,Pós-Graduação,Masculino,Pardo
8238.0,48,Graduação,Masculino,Branco
2816.43,29,Ensino Médio,Feminino,Asiático
7520.22,34,Pós-Graduação,Masculino,Pardo
5190.39,57,Graduação,Feminino,Branco
2857.51,36,Ensino Médio,Masculino,Negro
6205.13,18,Graduação,Masculino,Negro
4043.44,39,Ensino Médio,Masculino,Branco
3659.94,39,Ensino Médio,Masculino,Pardo
14059.72,54,Doutorado,Masculino,Negro
2369.06,40,Ensino Médio,Feminino,Branco
